,procedure,categorie,type_of_work,posting_time,reference,programmme,objet,acheteur_public,lieu_d_execution,date_close,time_close,action,industry
13,AOO,Appel d'offres ouvert,Travaux,2021-12-27,02/2021/ISMAC,"la réalisation des travaux d’aménagement et traitement acoustique à l’Institut Supérieur des Métiers de l’Audiovisuel et du Cinéma à Rabat, en lot unique","la réalisation des travaux d’aménagement et traitement acoustique à l’Institut Supérieur des Métiers de l’Audiovisuel et du Cinéma à Rabat, en lot unique",INSTITUT SUPERIEUR DES METIERS DE L'AUDIO-VISUEL ET DU CINEMA,RABAT,2022-02-15,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=615565&orgAcronyme=x6c&code=&retraits,Travaux de construction et d’aménagement
14,AOO,Appel d'offres ouvert,Travaux,2021-12-27,29/2021,travaux de construction de la division de famille de sale,travaux de construction de la division de famille de sale,SOUS DIRECTEUR REGIONAL AUPRES DE LA COUR D'APPEL DE RABAT,"Préfecture de Skhirate Temara, Préfecture de Salé Al Jadida, Préfecture de Salé Medina, Province de Khemissat, Wilaya de Rabat",2022-11-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=614380&orgAcronyme=t5y&code=&retraits,Travaux de construction et d’aménagement
15,AOO,Appel d'offres ouvert,Travaux,2022-01-17,07/FDR/2021,TRAVAUX D’EXTENSION DU LYCEE COLLEGIALE EL MOKHTAR ESSOUSSI : CONSTRUCTION DE QUATRE SALLES DE CLASSE DE L'ENSEIGNEMENT GENERAL ET UN BLOC SANITAIRE A LA COMMUNE TIDILI - PROVINCE D’OUARZAZATE-,TRAVAUX D’EXTENSION DU LYCEE COLLEGIALE EL MOKHTAR ESSOUSSI : CONSTRUCTION DE QUATRE SALLES DE CLASSE DE L'ENSEIGNEMENT GENERAL ET UN BLOC SANITAIRE A LA COMMUNE TIDILI - PROVINCE D’OUARZAZATE-,GOUVERNEUR DE OUARZAZATE,OUARZAZATE,2022-10-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617883&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
16,AOO,Appel d'offres ouvert,Travaux,2021-12-30,309/2021/OFPPT,Travaux de Construction de la Cité des Métiers et des Compétences de la région DAKHLA OUED ED DAHAB A DAKHLA,Travaux de Construction de la Cité des Métiers et des Compétences de la région DAKHLA OUED ED DAHAB A DAKHLA,OFFICE DE LA FORMATION PROFESSIONNELLE ET DE LA PROMOTION DU TRAVAIL,OUED ED DAHAB,2022-10-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=616155&orgAcronyme=o4d&code=&retraits,Travaux de construction et d’aménagement
17,AOO,Appel d'offres ouvert,Travaux,2022-10-01,18/2022/apdn,"Travaux de remplacement en dur d’un logement de fonction et aménagement des logements de fonction du centre de santé de Sidi El Yamani, préfecture de Tanger - Assilah","Travaux de remplacement en dur d’un logement de fonction et aménagement des logements de fonction du centre de santé de Sidi El Yamani, préfecture de Tanger - Assilah",AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TANGER-ASSILAH,2022-10-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617340&orgAcronyme=a1t&code=&retraits,Travaux de construction et d’aménagement
18,AOO,Appel d'offres ouvert,Travaux,2022-01-14,21/2021/SAT,Réaménagement du siège de la  2ème Annexe Administrative - commune de Taza -  Province de Taza. Tranche I,Réaménagement du siège de la  2ème Annexe Administrative - commune de Taza -  Province de Taza. Tranche I,Commune urbaine de TAZA,Province de Taza,2022-10-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617785&orgAcronyme=d0q&code=&retraits,Travaux de construction et d’aménagement
19,AOO,Appel d'offres ouvert,Travaux,2022-01-17,05/FDR/2021,TRAVAUX DE CONSTRUCTION DES MURS DE CLOTURE DES ETABLISSEMENTS SCOLAIRES AU NIVEAU DES COMMUNES IMINOULAOUENE ET TOUNDOUTE A LA PROVINCE D’OUARZAZATE.,TRAVAUX DE CONSTRUCTION DES MURS DE CLOTURE DES ETABLISSEMENTS SCOLAIRES AU NIVEAU DES COMMUNES IMINOULAOUENE ET TOUNDOUTE A LA PROVINCE D’OUARZAZATE.,GOUVERNEUR DE OUARZAZATE,OUARZAZATE,2022-10-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617873&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
20,AOO,Appel d'offres ouvert,Travaux,2022-01-17,02/2022/INDH,"Travaux de Construction d’une Maison pour les Personnes Agées à la ville d’Assa, Province d’Assa-Zag.","Travaux de Construction d’une Maison pour les Personnes Agées à la ville d’Assa, Province d’Assa-Zag.",GOUVERNEUR DE LA PROVINCE D'ASSA-ZAG,Province d'Assa Zag,2022-09-02,13:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617934&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
21,AOO,Appel d'offres ouvert,Travaux,2022-01-17,1/2022/INDH,"Travaux de Construction d’un Centre d’animation, d’épanouissement sociale et d’éducation y compris 2 terrains de sport à la ville d’Assa, Province d’Assa-Zag.","Travaux de Construction d’un Centre d’animation, d’épanouissement sociale et d’éducation y compris 2 terrains de sport à la ville d’Assa, Province d’Assa-Zag.",GOUVERNEUR DE LA PROVINCE D'ASSA-ZAG,Province d'Assa Zag,2022-09-02,12:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617911&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
22,AOO,Appel d'offres ouvert,Travaux,2022-01-14,02/oz/2022,Travaux de construction de deux bornes fontaines aux douars( mohamed ben bouchaib chlouh - fatihi oulad ben omar) relevant de la commun,Travaux de construction de deux bornes fontaines aux douars( mohamed ben bouchaib chlouh - fatihi oulad ben omar) relevant de la commun,Commune Rurale de OULAD ZIANE,BERRECHID,2022-09-02,12:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617758&orgAcronyme=h5r&code=&retraits,Travaux de construction et d’aménagement
23,AOO,Appel d'offres ouvert,Travaux,2022-03-01,37/2021/BP,"TRAVAUX DE RECONSTRUCTION DU CENTRE COMMERCIAL A L’AVENUE MOULAY ISMAIL ALA VILLE D’EL KELAA DES SRAGHNA, PROVINCE D’EL KELAA DES SRAGHNA.","TRAVAUX DE RECONSTRUCTION DU CENTRE COMMERCIAL A L’AVENUE MOULAY ISMAIL ALA VILLE D’EL KELAA DES SRAGHNA, PROVINCE D’EL KELAA DES SRAGHNA.",PROVINCE D'EL KELAA DES SRAGHNA,Province de Kelaa des Sraghnas,2022-09-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=616612&orgAcronyme=j0w&code=&retraits,Travaux de construction et d’aménagement
24,AOO,Appel d'offres ouvert,Travaux,2022-10-01,31/2022/apdn,Travaux d’aménagement extérieur de la salle couverte omnisport ARENA à la cité sportive de Tanger,Travaux d’aménagement extérieur de la salle couverte omnisport ARENA à la cité sportive de Tanger,AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TANGER-ASSILAH,2022-09-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617347&orgAcronyme=a1t&code=&retraits,Travaux de construction et d’aménagement
25,AOO,Appel d'offres ouvert,Travaux,2022-01-14,01/2022,Travaux de construction de dix châteaux d’eau aux douars ( zlayghate (jadi)-nzala(oulad el  harrati) -dispensaire ouled ben amro - el kaid ouled abbasse –kttaba jawadi  -hadrate- abdlafdil  rhahwa-chorfa(wahab)- lahwarta,Travaux de construction de dix châteaux d’eau aux douars ( zlayghate (jadi)-nzala(oulad el  harrati) -dispensaire ouled ben amro - el kaid ouled abbasse –kttaba jawadi  -hadrate- abdlafdil  rhahwa-chorfa(wahab)- lahwarta jowak- hossniatt chlouh) relevant de la commune oulad ziane.,Commune Rurale de OULAD ZIANE,BERRECHID,2022-09-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617789&orgAcronyme=h5r&code=&retraits,Travaux de construction et d’aménagement
26,AOO,Appel d'offres ouvert,Travaux,2022-01-13,SAPSB/01/2022,Travaux d'entretien et d'aménagement des écoles traditionnelles de Sidi Bennour.,,,SIDI BENNOUR,2022-08-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617600&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
27,AOO,Appel d'offres ouvert,Travaux,2022-10-01,26/2022/apdn,Travaux de construction de l’internat au collège Sahel Chamali dans la commune de Sahel Chamali/Mejlaw - préfecture de Tanger - Assilah,Travaux de construction de l’internat au collège Sahel Chamali dans la commune de Sahel Chamali/Mejlaw - préfecture de Tanger - Assilah,AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TANGER-ASSILAH,2022-08-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617342&orgAcronyme=a1t&code=&retraits,Travaux de construction et d’aménagement
28,AOO,Appel d'offres ouvert,Travaux,2022-12-01,01/2022/FDR,Travaux  de réhabilitation et  d’aménagement d’un  terrain de sport à l’école Ouarkou centre à  la préfecture de Mohammedia,Travaux  de réhabilitation et  d’aménagement d’un  terrain de sport à l’école Ouarkou centre à  la préfecture de Mohammedia,GOUVERNEUR DE LA PREFECTURE DE MOHAMMADIA,MOHAMMADIA,2022-08-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617422&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
29,AOO,Appel d'offres ouvert,Travaux,2022-01-14,08/FDR/2021,TRAVAUX DE CONSTRUCTION D’UN DISPENSAIRE RURAL ET D’UN LOGEMENT D’INFERMIER A AGUERD A LA COMMUNE TERRITORIALE IMINOULAOUEN PROVINCE D’OUARZAZATE.,TRAVAUX DE CONSTRUCTION D’UN DISPENSAIRE RURAL ET D’UN LOGEMENT D’INFERMIER A AGUERD A LA COMMUNE TERRITORIALE IMINOULAOUEN PROVINCE D’OUARZAZATE.,GOUVERNEUR DE OUARZAZATE,OUARZAZATE,2022-08-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617703&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
30,AOO,Appel d'offres ouvert,Travaux,2022-01-17,05/2022/SAO,TRAVAUX DE MISE A NIVEAU DU CENTRE DE MELG AL OUIDANE AMENAGEMENT DE LA VOIRIE DU QUARTIER OULED ALI ET LA VOIE D’ACCES - PROVINCE DE TAOURIRT -,TRAVAUX DE MISE A NIVEAU DU CENTRE DE MELG AL OUIDANE AMENAGEMENT DE LA VOIRIE DU QUARTIER OULED ALI ET LA VOIE D’ACCES - PROVINCE DE TAOURIRT -,SOCIETE ALOMRANE REGION DE L’ORIENTAL,TAOURIRT,2022-08-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617908&orgAcronyme=j8k&code=&retraits,Travaux de construction et d’aménagement
31,AOO,Appel d'offres ouvert,Travaux,2022-01-17,06/2022/SAO,TRAVAUX DE CONSTRUCTION DES BLOCS SANITAIRE A BERKANE- PROVINCE DE BERKANE -,TRAVAUX DE CONSTRUCTION DES BLOCS SANITAIRE A BERKANE- PROVINCE DE BERKANE -,SOCIETE ALOMRANE REGION DE L’ORIENTAL,BERKANE,2022-08-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617910&orgAcronyme=j8k&code=&retraits,Travaux de construction et d’aménagement
32,AOO,Appel d'offres ouvert,Travaux,2022-01-17,07/2022/SAO,MISE A NIVEAU DE LA VILLE DE BERKANE TRAVAUX D’AMENAGEMENT PAYSAGER D’UNE PLACE SISE A BOULEVARD INDEPENDANCE A BERKANE- PROVINCE DE BERKANE -,MISE A NIVEAU DE LA VILLE DE BERKANE TRAVAUX D’AMENAGEMENT PAYSAGER D’UNE PLACE SISE A BOULEVARD INDEPENDANCE A BERKANE- PROVINCE DE BERKANE -,SOCIETE ALOMRANE REGION DE L’ORIENTAL,BERKANE,2022-08-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617913&orgAcronyme=j8k&code=&retraits,Travaux de construction et d’aménagement
33,AOO,Appel d'offres ouvert,Travaux,2022-01-17,4444/2022/SAO,TRAVAUX D’ACHEVEMENT D’AMENAGEMENT DES AXES PRINCIPAUX DE LA VILLE D’AL AIOUN SIDI MELOUK TRANCHE 1 - PROVINCE DE TAOURIRT -,TRAVAUX D’ACHEVEMENT D’AMENAGEMENT DES AXES PRINCIPAUX DE LA VILLE D’AL AIOUN SIDI MELOUK TRANCHE 1 - PROVINCE DE TAOURIRT -,SOCIETE ALOMRANE REGION DE L’ORIENTAL,TAOURIRT,2022-08-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617982&orgAcronyme=j8k&code=&retraits,Travaux de construction et d’aménagement
34,AOO,Appel d'offres ouvert,Travaux,2022-01-13,1/2022,TRAVAUX DE MISE A NIVEAU DU CENTRE DE LA COMMUNE DAOURA – PROVINCE DE TARFAYA,TRAVAUX DE MISE A NIVEAU DU CENTRE DE LA COMMUNE DAOURA – PROVINCE DE TARFAYA,Commune rurale de DAOURA,TARFAYA,2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617671&orgAcronyme=b1d&code=&retraits,Travaux de construction et d’aménagement
35,AOO,Appel d'offres ouvert,Travaux,2022-01-17,7/2022,Travaux d'aménagement d'un abattoir à la commune de sidi slimane,Travaux d'aménagement d'un abattoir à la commune de sidi slimane,Commune urbaine de SIDI-SLIMANE,SIDI SLIMANE,2022-07-02,10:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617858&orgAcronyme=i1t&code=&retraits,Travaux de construction et d’aménagement
36,AOO,Appel d'offres ouvert,Travaux,2022-01-17,7/2021,Travaux d'aménagement d'un abattoir à la commune de sidi slimane,Travaux d'aménagement d'un abattoir à la commune de sidi slimane,Commune urbaine de SIDI-SLIMANE,SIDI SLIMANE,2022-07-02,10:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617963&orgAcronyme=i1t&code=&retraits,Travaux de construction et d’aménagement
37,AOO,Appel d'offres ouvert,Travaux,2022-01-13,32/2022/apdn,Travaux de confortement et de traitement de l’habitat menaçant ruine à la médina de Tanger (Tranche XI),Travaux de confortement et de traitement de l’habitat menaçant ruine à la médina de Tanger (Tranche XI),AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TANGER-ASSILAH,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617533&orgAcronyme=a1t&code=&retraits,Travaux de construction et d’aménagement
38,AOO,Appel d'offres ouvert,Travaux,2022-01-13,03/22,TRAVAUX DE CONSTRUCTION D’UN POSTE DE POLICE ET D’UN ARRONDISSEMENT SIS A L’OPERATION ALLAIMOUNE COMMUNE DE TIT MELLIL PROVINCE DE MEDIOUNA-LOT UNIQUE,,,"MAROC, MEDIOUNA",2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617591&orgAcronyme=j8k&code=&retraits,Travaux de construction et d’aménagement
39,AOO,Appel d'offres ouvert,Travaux,2022-01-13,22/2022/APDN,"Travaux de traitement de l’environnement de la route non classée reliant la RP4104 et RP4103 via Hamria sur 18,8 km à la commune Zoumi - Province d’Ouezzane","Travaux de traitement de l’environnement de la route non classée reliant la RP4104 et RP4103 via Hamria sur 18,8 km à la commune Zoumi - Province d’Ouezzane",AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,OUEZZANE,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617640&orgAcronyme=a1t&code=&retraits,Travaux de construction et d’aménagement
40,AOO,Appel d'offres ouvert,Travaux,2022-01-16,02/2022/ADERFES,"Travaux d’aménagement de la place Arsat Zerb Dans la Médina de Fès, ville de Fès (lot unique).","Travaux d’aménagement de la place Arsat Zerb Dans la Médina de Fès, ville de Fès (lot unique).",AGENCE POUR LE DEVELOPPEMENT ET LA REHABILITATION DE LA VILLE DE FES,FES,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617801&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
41,AOO,Appel d'offres ouvert,Travaux,2022-10-01,01/INDH/2022,TRAVAUX DE CONSTRUCTION DES UNITES DE PRESCOLAIRE A LA PROVINCE DE ZAGORA EN,...,,Province de Zagora,2022-07-02,09:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617322&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
42,AOO,Appel d'offres ouvert,Travaux,2022-10-01,33/2022/apdn,Travaux d’étaiement des habitats menaçant ruine à la médina de Tanger (Tranche II),Travaux d’étaiement des habitats menaçant ruine à la médina de Tanger (Tranche II),AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TANGER-ASSILAH,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617349&orgAcronyme=a1t&code=&retraits,Travaux de construction et d’aménagement
43,AOO,Appel d'offres ouvert,Travaux,2022-12-01,14/2022/apdn,Travaux d’aménagement du lycée et internat IMRABTEN à la province d’Al Hoceima,Travaux d’aménagement du lycée et internat IMRABTEN à la province d’Al Hoceima,AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,AL HOCEIMA,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617421&orgAcronyme=a1t&code=&retraits,Travaux de construction et d’aménagement
44,AOO,Appel d'offres ouvert,Travaux,2022-01-13,01/2022/ADERFES,"Travaux de réhabilitation et de restauration des Hammams et de leurs voisinages dans la médina de Fès – ville de Fès, en deux lots séparés :",,,FES,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617667&orgAcronyme=g3h&code=&retraits,Travaux de construction et d’aménagement
