,procedure,categorie,type_of_work,posting_time,reference,programmme,objet,acheteur_public,lieu_d_execution,date_close,time_close,action,industry
360,AOO,Appel d'offres ouvert,Travaux,2022-12-01,02/22,"TRAVAUX DE VOIRIE ET D’ASSAINISSEMENT DE LA VOIE D’AMENAGEMENT HE15 RELIANTE DOUAR CHAIBAT ET RMEL, PROGRAMME DE REQUALIFICATION ET D'INTEGRATION URBAINE DES QUARTIERS SOUS EQUIPES SIS DE LA PREFECTURE DES ARRONDIRSSEMENTS","TRAVAUX DE VOIRIE ET D’ASSAINISSEMENT DE LA VOIE D’AMENAGEMENT HE15 RELIANTE DOUAR CHAIBAT ET RMEL, PROGRAMME DE REQUALIFICATION ET D'INTEGRATION URBAINE DES QUARTIERS SOUS EQUIPES SIS DE LA PREFECTURE DES ARRONDIRSSEMENTS HAY HASSANI CASABLANCA",,"MAROC, CASABLANCA",2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617497&orgAcronyme=j8k&code=&retraits,Cons
361,AOO,Appel d'offres ouvert,Services,2022-12-01,DPARN1/03/2022,"Achèvement de la mission d’assistance technique à la maîtrise d’ouvrage pour le contrôle et suivi des travaux de réalisation de la voie express Tiznit Laayoune, section Tarfaya Oued El Waar du PK 1376+000 au PK 1416+000","Achèvement de la mission d’assistance technique à la maîtrise d’ouvrage pour le contrôle et suivi des travaux de réalisation de la voie express Tiznit Laayoune, section Tarfaya Oued El Waar du PK 1376+000 au PK 1416+000 de la RN1 sur 40 km. Province de Tarfaya.",DIRECTION PROVISOIRE D'AMENAGEMENT DE LA RN1 ENTRE TIZNIT ET DAKHLA,TARFAYA,2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617502&orgAcronyme=o8p&code=&retraits,Cons
362,AOO,Appel d'offres ouvert,Travaux,2022-01-13,SAOT/02/2022,travaux de plantation de la R.R 403.,travaux de plantation de la R.R 403.,SOCIETE AL OMRANE TAMSENA,SKHIRATE-TEMARA,2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617618&orgAcronyme=j8k&code=&retraits,Cons
363,AOO,Appel d'offres ouvert,Travaux,2022-01-13,1/2022,TRAVAUX DE MISE A NIVEAU DU CENTRE DE LA COMMUNE DAOURA – PROVINCE DE TARFAYA,TRAVAUX DE MISE A NIVEAU DU CENTRE DE LA COMMUNE DAOURA – PROVINCE DE TARFAYA,Commune rurale de DAOURA,TARFAYA,2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617671&orgAcronyme=b1d&code=&retraits,Cons
364,AOO,Appel d'offres ouvert,Services,2022-01-14,AOO/251/2021,Enquête de satisfaction clients de la Sté.AL Omrane Fès/Meknès,Enquête de satisfaction clients de la Sté.AL Omrane Fès/Meknès,SOCIETE AL OMRANE FES,FES,2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617674&orgAcronyme=j8k&code=&retraits,Cons
365,AOO,Appel d'offres ouvert,Fournitures,2022-01-14,02/2022/BG,Achat de fournitures de bureau « Province d’Ifrane ».,Achat de fournitures de bureau « Province d’Ifrane ».,GOUVERNEUR DE LA PROVINCE D'IFRANE,Province d'Ifrane,2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617684&orgAcronyme=g3h&code=&retraits,Cons
366,AOO,Appel d'offres ouvert,Fournitures,2022-01-16,1EXP/2022/KHOURIBGA,Approvisionnement en viande et poissons au profit des internats et cantines scolaires auprès des établissements scolaires secondaires collégiaux et qualifiants et les écoles communautaires relevant de la direction provinciale,Approvisionnement en viande et poissons au profit des internats et cantines scolaires auprès des établissements scolaires secondaires collégiaux et qualifiants et les écoles communautaires relevant de la direction provinciale de Khouribga en lot unique.,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE DE KHOURIBGA,KHOURIBGA,2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617803&orgAcronyme=p8x&code=&retraits,Cons
367,AOO,Appel d'offres ouvert,Services,2022-01-17,01/SRAD/22,Prestation de gardiennage et de sécurité des terrains et bâtiments gérés par la société Rabat Animation,,,RABAT,2022-07-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617977&orgAcronyme=g3h&code=&retraits,Cons
368,AOO,Appel d'offres ouvert,Services,2022-01-14,01/2022,BRANCARDAGE AU SEIN  DE L’HOPITAL HASSAN II RELEVANT DU CENTRE HOSPITALIER REGIONAL OUED EDDAHAB (Lot unique).,BRANCARDAGE AU SEIN  DE L’HOPITAL HASSAN II RELEVANT DU CENTRE HOSPITALIER REGIONAL OUED EDDAHAB (Lot unique).,Direction Régionale de la Santé de Dakhla Oued Eddahab,OUED ED DAHAB,2022-07-02,10:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617706&orgAcronyme=q9t&code=&retraits,Cons
369,AOO,Appel d'offres ouvert,Travaux,2022-01-17,7/2022,Travaux d'aménagement d'un abattoir à la commune de sidi slimane,Travaux d'aménagement d'un abattoir à la commune de sidi slimane,Commune urbaine de SIDI-SLIMANE,SIDI SLIMANE,2022-07-02,10:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617858&orgAcronyme=i1t&code=&retraits,Cons
370,AOO,Appel d'offres ouvert,Travaux,2022-01-17,7/2021,Travaux d'aménagement d'un abattoir à la commune de sidi slimane,Travaux d'aménagement d'un abattoir à la commune de sidi slimane,Commune urbaine de SIDI-SLIMANE,SIDI SLIMANE,2022-07-02,10:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617963&orgAcronyme=i1t&code=&retraits,Cons
371,AOO,Appel d'offres ouvert,Travaux,2021-12-20,114/DR1/CE/AM1/1/2021,Réalisation des travaux de génie civil et de pose de conduites pour l’AEP de la localité Sidi Ouaaziz relevant de la commune Sidi Ouaaziz dans la province de Taroudant,Réalisation des travaux de génie civil et de pose de conduites pour l’AEP de la localité Sidi Ouaaziz relevant de la commune Sidi Ouaaziz dans la province de Taroudant,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,TAROUDANNT,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=614587&orgAcronyme=d4q&code=&retraits,Cons
372,AOO,Appel d'offres ouvert,Travaux,2021-12-22,137/2021/DAH,Travaux de réalisation des équipements hydromécaniques et électromécaniques du barrage Kodiat Borna dans la province de Sidi Kacem,Travaux de réalisation des équipements hydromécaniques et électromécaniques du barrage Kodiat Borna dans la province de Sidi Kacem,DIRECTEUR DES AMENAGEMENTS HYDRAULIQUES,SIDI KACEM,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=615071&orgAcronyme=k2q&code=&retraits,Cons
373,AOO,Appel d'offres ouvert,Services,2022-12-01,DPARN1/01/2022,"Achèvement du contrôle extérieur topographique des travaux de réalisation de la voie express Tiznit Laayoune, section Tarfaya Oued El Waar du PK 1376+000 au PK 1416+000 sur 40km. Province de Tarfaya.","Achèvement du contrôle extérieur topographique des travaux de réalisation de la voie express Tiznit Laayoune, section Tarfaya Oued El Waar du PK 1376+000 au PK 1416+000 sur 40km. Province de Tarfaya.",DIRECTION PROVISOIRE D'AMENAGEMENT DE LA RN1 ENTRE TIZNIT ET DAKHLA,TARFAYA,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617468&orgAcronyme=o8p&code=&retraits,Cons
374,AOO,Appel d'offres ouvert,Travaux,2022-01-13,32/2022/apdn,Travaux de confortement et de traitement de l’habitat menaçant ruine à la médina de Tanger (Tranche XI),Travaux de confortement et de traitement de l’habitat menaçant ruine à la médina de Tanger (Tranche XI),AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TANGER-ASSILAH,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617533&orgAcronyme=a1t&code=&retraits,Cons
375,AOO,Appel d'offres ouvert,Fournitures,2022-01-13,03/2022/GDE/INDH,EQUIPEMENT DE LA RESIDENCE SCOLAIRE DE SIDI GHANEM EN MOBILIER ET MATERIEL DE COUCHAGE,EQUIPEMENT DE LA RESIDENCE SCOLAIRE DE SIDI GHANEM EN MOBILIER ET MATERIEL DE COUCHAGE,GOUVERNEUR D'ESSAOUIRA,Province d'Essaouira,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617540&orgAcronyme=g3h&code=&retraits,Cons
376,AOO,Appel d'offres ouvert,Services,2022-01-13,3/2022/TGR,"la mise en place et l’exécution des prestations de centres d’appel dédiés à la Trésorerie Générale du Royaume, en deux lots séparés :",,,RABAT,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617548&orgAcronyme=g8e&code=&retraits,Cons
377,CONSA,Consultation architecturale,Services,2022-01-13,306/2021/OFPPT,Etudes architecturales et la conduite des travaux d'extension de l'ISTA 2 SAFI.,,,SAFI,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617558&orgAcronyme=o4d&code=&retraits,Cons
378,AOO,Appel d'offres ouvert,Travaux,2022-01-13,03/22,TRAVAUX DE CONSTRUCTION D’UN POSTE DE POLICE ET D’UN ARRONDISSEMENT SIS A L’OPERATION ALLAIMOUNE COMMUNE DE TIT MELLIL PROVINCE DE MEDIOUNA-LOT UNIQUE,,,"MAROC, MEDIOUNA",2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617591&orgAcronyme=j8k&code=&retraits,Cons
379,AOO,Appel d'offres ouvert,Travaux,2022-01-13,22/2022/APDN,"Travaux de traitement de l’environnement de la route non classée reliant la RP4104 et RP4103 via Hamria sur 18,8 km à la commune Zoumi - Province d’Ouezzane","Travaux de traitement de l’environnement de la route non classée reliant la RP4104 et RP4103 via Hamria sur 18,8 km à la commune Zoumi - Province d’Ouezzane",AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,OUEZZANE,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617640&orgAcronyme=a1t&code=&retraits,Cons
380,AOO,Appel d'offres ouvert,Services,2022-01-14,02/2022,LA MAINTENANCE PREVENTIVE ETCORRECTIVE DES GROUPES ELECTROGENES ET POSTES DE TRANSFORMATION ELECTRIQUES RELEVANT DE LA DELEGATION PROVINCIALE DE LA SANTE ET DE LA PROTECTION SOCIALE A KENITRA,LA MAINTENANCE PREVENTIVE ETCORRECTIVE DES GROUPES ELECTROGENES ET POSTES DE TRANSFORMATION ELECTRIQUES RELEVANT DE LA DELEGATION PROVINCIALE DE LA SANTE ET DE LA PROTECTION SOCIALE A KENITRA,DELEGUE DU MINISTERE DE LA SANTE A LA PROVINCE KENITRA,"MAROC, KENITRA",2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617779&orgAcronyme=q9t&code=&retraits,Cons
381,AOO,Appel d'offres ouvert,Services,2022-01-14,01/2022/puiz,PRESTATION DE GARDIENNAGE ET SURVEILLANCE DES LOCAUX DE LA FACULTE CHARIAA-AIT MELLOUL (LOT UNIQUE).,PRESTATION DE GARDIENNAGE ET SURVEILLANCE DES LOCAUX DE LA FACULTE CHARIAA-AIT MELLOUL (LOT UNIQUE).,PRESIDENCE DE L'UNIVERSITE IBN ZOHR AGADIR,INEZGANE-AIT MELLOUL,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617790&orgAcronyme=z7x&code=&retraits,Cons
382,AOO,Appel d'offres ouvert,Travaux,2022-01-16,02/2022/ADERFES,"Travaux d’aménagement de la place Arsat Zerb Dans la Médina de Fès, ville de Fès (lot unique).","Travaux d’aménagement de la place Arsat Zerb Dans la Médina de Fès, ville de Fès (lot unique).",AGENCE POUR LE DEVELOPPEMENT ET LA REHABILITATION DE LA VILLE DE FES,FES,2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617801&orgAcronyme=g3h&code=&retraits,Cons
383,AOO,Appel d'offres ouvert,Fournitures,2022-01-17,03/2022/SOREC,La fabrication et livraison des aliments composés de forme physique floconnée,La fabrication et livraison des aliments composés de forme physique floconnée,SOCIETE ROYALE D'ENCOURAGEMENT DU CHEVAL,"OUJDA-ANGAD, GUERCIF, FIGUIG, MEKNES, EL-HAJEB, TAZA, RABAT, EL JADIDA, BENSLIMANE, MARRAKECH, EL KELAA DES SRAGHNA",2022-07-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617818&orgAcronyme=q1s&code=&retraits,Cons
384,AOO,Appel d'offres ouvert,Travaux,2022-10-01,01/INDH/2022,TRAVAUX DE CONSTRUCTION DES UNITES DE PRESCOLAIRE A LA PROVINCE DE ZAGORA EN,...,,Province de Zagora,2022-07-02,09:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617322&orgAcronyme=g3h&code=&retraits,Cons
385,AOO,Appel d'offres ouvert,Services,2022-01-13,04/INV/DPHOCEIMA/2022,"Contrôle et optimisation des études techniques et contrôle  Travaux de construction de 50 salles de préscolaire, construction de l’école communautaire BNI BOUNSAR et 21 salles de classes  Province d’Al-Hoceima","Contrôle et optimisation des études techniques et contrôle  Travaux de construction de 50 salles de préscolaire, construction de l’école communautaire BNI BOUNSAR et 21 salles de classes  Province d’Al-Hoceima",DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE D’AL-HOCEIMA,Province d'Al Hoceima,2022-04-02,12:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617625&orgAcronyme=p8x&code=&retraits,Cons
386,AOO,Appel d'offres ouvert,Services,2022-01-13,03/INV/DPHOCEIMA/2022,"Etudes géotechnique, réception de fonds de fouilles et contrôle de qualité des Travaux de construction de 50 salles de préscolaire, construction de l’école communautaire BNI BOUNSAR et 21 salles de classes  Province","Etudes géotechnique, réception de fonds de fouilles et contrôle de qualité des Travaux de construction de 50 salles de préscolaire, construction de l’école communautaire BNI BOUNSAR et 21 salles de classes  Province d’Al-Hoceima",DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE D’AL-HOCEIMA,Province d'Al Hoceima,2022-04-02,12:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617623&orgAcronyme=p8x&code=&retraits,Cons
387,AOO,Appel d'offres ouvert,Services,2022-01-13,02/INV/DPHOCEIMA/2022,Etudes Techniques Et Suivi Des Travaux de  construction de l’école communautaire BNI BOUNSAR et 21 salles de classes  Province d’Al-Hoceima,Etudes Techniques Et Suivi Des Travaux de  construction de l’école communautaire BNI BOUNSAR et 21 salles de classes  Province d’Al-Hoceima,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE D’AL-HOCEIMA,Province d'Al Hoceima,2022-04-02,11:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617621&orgAcronyme=p8x&code=&retraits,Cons
388,AOO,Appel d'offres ouvert,Services,2022-01-13,05/2022,COLLECTE ET TRAITEMENT IN-SITU DES DECHETS D’ACTIVITÉS DE SOINS À RISQUE INFECTIEUX.,COLLECTE ET TRAITEMENT IN-SITU DES DECHETS D’ACTIVITÉS DE SOINS À RISQUE INFECTIEUX.,CENTRE HOSPITALIER UNIVERSITAIRE HASSAN II FES,FES,2022-04-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617545&orgAcronyme=q9t&code=&retraits,Cons
389,AOO,Appel d'offres ouvert,Services,2022-01-13,01/INV/DPHOCEIMA/2022,Etudes techniques et suivi des Travaux de construction de 50 salles de préscolaire  Province d’Al-Hoceima,Etudes techniques et suivi des Travaux de construction de 50 salles de préscolaire  Province d’Al-Hoceima,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE D’AL-HOCEIMA,Province d'Al Hoceima,2022-04-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617620&orgAcronyme=p8x&code=&retraits,Cons
390,AOO,Appel d'offres ouvert,Services,2022-01-13,01/2022/CRM," EXPLOITATION TEMPORAIRE DU SOUK HEBDOMADAIRE DE LA   COMMUNE DE  MAAZIZ, A PARTIR DE : 15/02/2022 AU 31/12/2022",,,KHEMISSET,2022-04-02,11:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617665&orgAcronyme=s3z&code=&retraits,Cons
391,AOO,Appel d'offres ouvert,Services,2022-12-01,01/2022/ANEP,"La réalisation d’un audit comptable et financier de l’Agence Nationale des Equipements Publics au titre des exercices 2021, 2022 et 2023","La réalisation d’un audit comptable et financier de l’Agence Nationale des Equipements Publics au titre des exercices 2021, 2022 et 2023",AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,RABAT,2022-04-02,10:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617531&orgAcronyme=o8p&code=&retraits,Cons
392,CONSA,Consultation architecturale,Services,2022-01-13,02/INV/CONSL/ALH/2022,Etudes architecturales et suivi des Travaux de construction de l’école communautaire BNI BOUNSAR et 21 salles de classes  Province d’Al-Hoceima,Etudes architecturales et suivi des Travaux de construction de l’école communautaire BNI BOUNSAR et 21 salles de classes  Province d’Al-Hoceima,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE D’AL-HOCEIMA,Province d'Al Hoceima,2022-04-02,10:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617614&orgAcronyme=p8x&code=&retraits,Cons
393,AOO,Appel d'offres ouvert,Fournitures,2022-06-01,01/2022/chp,"Achat de fongibles afférents à la radiologie pour le Centre Hospitalier Provincial de Taza, Province de Taza.","Achat de fongibles afférents à la radiologie pour le Centre Hospitalier Provincial de Taza, Province de Taza.",CENTRE HOSPITALIER PROVINCIAL DE TAZA,TAZA,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=616979&orgAcronyme=q9t&code=&retraits,Cons
394,AOO,Appel d'offres ouvert,Fournitures,2022-08-01,01/2022/DPEFLCD/Dakhla,"fourniture de 200000 plants forestiers individualisés normalisés en substrat et conteneur exigés, au profit de la DPEFLCD de DAKHLA","fourniture de 200000 plants forestiers individualisés normalisés en substrat et conteneur exigés, au profit de la DPEFLCD de DAKHLA",DIRECTION PROVINCIALE DES EAUX ET FORETS OUED EDDAHAB,"OUED ED DAHAB, AOUSSERD",2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617246&orgAcronyme=w7t&code=&retraits,Cons
395,AOO,Appel d'offres ouvert,Travaux,2022-10-01,33/2022/apdn,Travaux d’étaiement des habitats menaçant ruine à la médina de Tanger (Tranche II),Travaux d’étaiement des habitats menaçant ruine à la médina de Tanger (Tranche II),AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TANGER-ASSILAH,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617349&orgAcronyme=a1t&code=&retraits,Cons
396,AOO,Appel d'offres ouvert,Travaux,2022-12-01,14/2022/apdn,Travaux d’aménagement du lycée et internat IMRABTEN à la province d’Al Hoceima,Travaux d’aménagement du lycée et internat IMRABTEN à la province d’Al Hoceima,AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,AL HOCEIMA,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617421&orgAcronyme=a1t&code=&retraits,Cons
397,CONSA,Consultation architecturale,Services,2022-01-13,01/INV/CONSL/ALH/2022,Etudes architecturales et suivi des  Travaux de construction de 50 salles de préscolaire  Province d’Al-Hoceima,Etudes architecturales et suivi des  Travaux de construction de 50 salles de préscolaire  Province d’Al-Hoceima,DIRECTION PROVINCIALE DE L’EDUCATION NATIONALE D’AL-HOCEIMA,Province d'Al Hoceima,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617613&orgAcronyme=p8x&code=&retraits,Cons
398,AOO,Appel d'offres ouvert,Travaux,2022-01-13,79/2021/S2A,TRAVAUX D’AMENAGEMENT DE L’AVENUE ABDERAHIM BOUAABID A LA VILLE D’AGADIR,,,AGADIR IDA OU TANANE,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617666&orgAcronyme=g3h&code=&retraits,Cons
399,AOO,Appel d'offres ouvert,Travaux,2022-01-13,01/2022/ADERFES,"Travaux de réhabilitation et de restauration des Hammams et de leurs voisinages dans la médina de Fès – ville de Fès, en deux lots séparés :",,,FES,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617667&orgAcronyme=g3h&code=&retraits,Cons
400,AOO,Appel d'offres ouvert,Services,2022-01-14,02/2022/SOREC,l’Assistance comptable pour le compte de la SOREC.,l’Assistance comptable pour le compte de la SOREC.,SOCIETE ROYALE D'ENCOURAGEMENT DU CHEVAL,RABAT,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617741&orgAcronyme=q1s&code=&retraits,Cons
401,AOO,Appel d'offres ouvert,Services,2022-01-17,01/2022,Assistance technique et suivi de l’état d’avancement des travaux de la rénovation des établissements hôteliers (ETH) dans la ville d’Agadir.,Assistance technique et suivi de l’état d’avancement des travaux de la rénovation des établissements hôteliers (ETH) dans la ville d’Agadir.,Société de Développement Turistique Souss Massa SDR SA,AGADIR IDA OU TANANE,2022-04-02,10:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617984&orgAcronyme=f9f&code=&retraits,Cons
402,AOO,Appel d'offres ouvert,Services,2022-03-01,AO/0122,Location en Longue Durée de véhicules,Location en Longue Durée de véhicules,FONDS D'EQUIPEMENT COMMUNAL,Wilaya de Rabat,2022-03-02,15:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=616464&orgAcronyme=g3h&code=&retraits,Cons
403,AOO,Appel d'offres ouvert,Fournitures,2022-07-01,06/2022/DPA/52,"l’achat de  5529 l’orge pour l’alimentation du bétail au profit des éleveurs de province de Figuig au niveau des communes territoriales de Bouchaouen, Boumeryem, y compris le chargement, le transport et la livraison aux","l’achat de  5529 l’orge pour l’alimentation du bétail au profit des éleveurs de province de Figuig au niveau des communes territoriales de Bouchaouen, Boumeryem, y compris le chargement, le transport et la livraison aux chefs-lieux des communes territoriales et/ou sièges des coopératives relevant de la zone d’action de la Direction Provinciale de l’Agriculture de Figuig.",DIRECTEUR PROVINCIAL D'AGRICULTURE FIGUIG BOUARFA,FIGUIG,2022-03-02,15:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617214&orgAcronyme=q1s&code=&retraits,Cons
404,AOO,Appel d'offres ouvert,Services,2022-10-01,01/2022/CCISO,location des cinq locaux situés au (Nador Business Incubation Center),location des cinq locaux situés au (Nador Business Incubation Center),"Chambre de Commerce, d'Industrie et de Services de l'oriental",NADOR,2022-03-02,14:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617328&orgAcronyme=m1w&code=&retraits,Cons
405,AOO,Appel d'offres ouvert,Travaux,2022-10-01,21/2022/APDN,Achèvement des travaux de construction d’un lycée qualifiant Farabi – province de Larache,Achèvement des travaux de construction d’un lycée qualifiant Farabi – province de Larache,AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,LARACHE,2022-03-02,14:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617372&orgAcronyme=a1t&code=&retraits,Cons
406,AOO,Appel d'offres ouvert,Travaux,2022-03-01,02/2021,Entretien courant de voies en béton et trottoirs en béton imprimé dans l’Arrondissement Souani -Commune Urbaine de Tanger / Préfecture Tanger Asilah.,,,TANGER-ASSILAH,2022-03-02,12:30,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=616605&orgAcronyme=l1f&code=&retraits,Cons
407,AOO,Appel d'offres ouvert,Fournitures,2022-07-01,05/2022/DPA/52,"l’achat de 4025 quintaux d’orge subventionnée pour l’alimentation du bétail au profit des éleveurs de province de Figuig au niveau des communes territoriales de Beni tadjit, Talsint, y compris le chargement, le transport","l’achat de 4025 quintaux d’orge subventionnée pour l’alimentation du bétail au profit des éleveurs de province de Figuig au niveau des communes territoriales de Beni tadjit, Talsint, y compris le chargement, le transport et la livraison aux chefs-lieux des communes territoriales et/ou sièges des coopératives relevant de la zone d’action de la Direction Provinciale de l’Agriculture de Figuig.",DIRECTEUR PROVINCIAL D'AGRICULTURE FIGUIG BOUARFA,FIGUIG,2022-03-02,12:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617212&orgAcronyme=q1s&code=&retraits,Cons
408,AOO,Appel d'offres ouvert,Travaux,2022-07-01,6/2021,construction de quatre locaux commerciaux au souk hebdomadaire had lamdaoued à la commune de beni bouchibet province d’Al-Hoceima,construction de quatre locaux commerciaux au souk hebdomadaire had lamdaoued à la commune de beni bouchibet province d’Al-Hoceima,Commune BNI BOUCHIBET,AL HOCEIMA,2022-03-02,12:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617232&orgAcronyme=d0q&code=&retraits,Cons
409,AOO,Appel d'offres ouvert,Travaux,2022-12-01,201/2021/ADERFES,"Travaux de réhabilitation, de restauration et de reconstruction de l’Hospital Maristane Sidi Frej dans la médina de Fès, Ville de Fès, en lot unique.","Travaux de réhabilitation, de restauration et de reconstruction de l’Hospital Maristane Sidi Frej dans la médina de Fès, Ville de Fès, en lot unique.",AGENCE POUR LE DEVELOPPEMENT ET LA REHABILITATION DE LA VILLE DE FES,FES,2022-03-02,12:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617478&orgAcronyme=g3h&code=&retraits,Cons
410,AOO,Appel d'offres ouvert,Travaux,2022-01-13,03/2022, ENTRETIEN CENTRE CULTUREL, ENTRETIEN CENTRE CULTUREL,Commune urbaine de AIN HARROUDA,MOHAMMADIA,2022-03-02,12:00,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailsConsultation&refConsultation=617577&orgAcronyme=a1z&code=&retraits,Cons
